State,Year,Crime Type,Crime Count
Alabama,1960,Data.Population,3266740.0
Alabama,1961,Data.Population,3302000.0
Alabama,1962,Data.Population,3358000.0
Alabama,1963,Data.Population,3347000.0
Alabama,1964,Data.Population,3407000.0
Alabama,1965,Data.Population,3462000.0
Alabama,1966,Data.Population,3517000.0
Alabama,1967,Data.Population,3540000.0
Alabama,1968,Data.Population,3566000.0
Alabama,1969,Data.Population,3531000.0
Alabama,1970,Data.Population,3444165.0
Alabama,1971,Data.Population,3479000.0
Alabama,1972,Data.Population,3510000.0
Alabama,1973,Data.Population,3539000.0
Alabama,1974,Data.Population,3577000.0
Alabama,1975,Data.Population,3614000.0
Alabama,1976,Data.Population,3665000.0
Alabama,1977,Data.Population,3690000.0
Alabama,1978,Data.Population,3742000.0
Alabama,1979,Data.Population,3769000.0
Alabama,1980,Data.Population,3861466.0
Alabama,1981,Data.Population,3916000.0
Alabama,1982,Data.Population,3943000.0
Alabama,1983,Data.Population,3959000.0
Alabama,1984,Data.Population,3990000.0
Alabama,1985,Data.Population,4021000.0
Alabama,1986,Data.Population,4053000.0
Alabama,1987,Data.Population,4083000.0
Alabama,1988,Data.Population,4127000.0
Alabama,1989,Data.Population,4118000.0
Alabama,1990,Data.Population,4040587.0
Alabama,1991,Data.Population,4089000.0
Alabama,1992,Data.Population,4136000.0
Alabama,1993,Data.Population,4187000.0
Alabama,1994,Data.Population,4219000.0
Alabama,1995,Data.Population,4253000.0
Alabama,1996,Data.Population,4273000.0
Alabama,1997,Data.Population,4319000.0
Alabama,1998,Data.Population,4352000.0
Alabama,1999,Data.Population,4369862.0
Alabama,2000,Data.Population,4447100.0
Alabama,2001,Data.Population,4468912.0
Alabama,2002,Data.Population,4478896.0
Alabama,2003,Data.Population,4503726.0
Alabama,2004,Data.Population,4525375.0
Alabama,2005,Data.Population,4548327.0
Alabama,2006,Data.Population,4599030.0
Alabama,2007,Data.Population,4627851.0
Alabama,2008,Data.Population,4661900.0
Alabama,2009,Data.Population,4708708.0
Alabama,2010,Data.Population,4785401.0
Alabama,2011,Data.Population,4803689.0
Alabama,2012,Data.Population,4822023.0
Alabama,2013,Data.Population,4833722.0
Alabama,2014,Data.Population,4849377.0
Alabama,2015,Data.Population,4858979.0
Alabama,2016,Data.Population,4863300.0
Alabama,2017,Data.Population,4874747.0
Alabama,2018,Data.Population,4887871.0
Alabama,2019,Data.Population,4903185.0
Alaska,1960,Data.Population,226167.0
Alaska,1961,Data.Population,234000.0
Alaska,1962,Data.Population,246000.0
Alaska,1963,Data.Population,248000.0
Alaska,1964,Data.Population,250000.0
Alaska,1965,Data.Population,253000.0
Alaska,1966,Data.Population,272000.0
Alaska,1967,Data.Population,272000.0
Alaska,1968,Data.Population,277000.0
Alaska,1969,Data.Population,282000.0
Alaska,1970,Data.Population,302173.0
Alaska,1971,Data.Population,313000.0
Alaska,1972,Data.Population,325000.0
Alaska,1973,Data.Population,330000.0
Alaska,1974,Data.Population,337000.0
Alaska,1975,Data.Population,352000.0
Alaska,1976,Data.Population,382000.0
Alaska,1977,Data.Population,407000.0
Alaska,1978,Data.Population,403000.0
Alaska,1979,Data.Population,406000.0
Alaska,1980,Data.Population,440142.0
Alaska,1981,Data.Population,412000.0
Alaska,1982,Data.Population,438000.0
Alaska,1983,Data.Population,479000.0
Alaska,1984,Data.Population,500000.0
Alaska,1985,Data.Population,521000.0
Alaska,1986,Data.Population,534000.0
Alaska,1987,Data.Population,525000.0
Alaska,1988,Data.Population,513000.0
Alaska,1989,Data.Population,527000.0
Alaska,1990,Data.Population,550043.0
Alaska,1991,Data.Population,570000.0
Alaska,1992,Data.Population,587000.0
Alaska,1993,Data.Population,599000.0
Alaska,1994,Data.Population,606000.0
Alaska,1995,Data.Population,604000.0
Alaska,1996,Data.Population,607000.0
Alaska,1997,Data.Population,609000.0
Alaska,1998,Data.Population,614000.0
Alaska,1999,Data.Population,619500.0
Alaska,2000,Data.Population,626932.0
Alaska,2001,Data.Population,633630.0
Alaska,2002,Data.Population,641482.0
Alaska,2003,Data.Population,648280.0
Alaska,2004,Data.Population,657755.0
Alaska,2005,Data.Population,663253.0
Alaska,2006,Data.Population,670053.0
Alaska,2007,Data.Population,683478.0
Alaska,2008,Data.Population,686293.0
Alaska,2009,Data.Population,698473.0
Alaska,2010,Data.Population,714146.0
Alaska,2011,Data.Population,723860.0
Alaska,2012,Data.Population,731449.0
Alaska,2013,Data.Population,735132.0
Alaska,2014,Data.Population,736732.0
Alaska,2015,Data.Population,738432.0
Alaska,2016,Data.Population,741894.0
Alaska,2017,Data.Population,739795.0
Alaska,2018,Data.Population,737438.0
Alaska,2019,Data.Population,731545.0
Arizona,1960,Data.Population,1302161.0
Arizona,1961,Data.Population,1391000.0
Arizona,1962,Data.Population,1509000.0
Arizona,1963,Data.Population,1559000.0
Arizona,1964,Data.Population,1581000.0
Arizona,1965,Data.Population,1608000.0
Arizona,1966,Data.Population,1618000.0
Arizona,1967,Data.Population,1634000.0
Arizona,1968,Data.Population,1670000.0
Arizona,1969,Data.Population,1693000.0
Arizona,1970,Data.Population,1772482.0
Arizona,1971,Data.Population,1849000.0
Arizona,1972,Data.Population,1945000.0
Arizona,1973,Data.Population,2058000.0
Arizona,1974,Data.Population,2153000.0
Arizona,1975,Data.Population,2224000.0
Arizona,1976,Data.Population,2270000.0
Arizona,1977,Data.Population,2296000.0
Arizona,1978,Data.Population,2354000.0
Arizona,1979,Data.Population,2450000.0
Arizona,1980,Data.Population,2715357.0
Arizona,1981,Data.Population,2793000.0
Arizona,1982,Data.Population,2860000.0
Arizona,1983,Data.Population,2963000.0
Arizona,1984,Data.Population,3053000.0
Arizona,1985,Data.Population,3187000.0
Arizona,1986,Data.Population,3317000.0
Arizona,1987,Data.Population,3386000.0
Arizona,1988,Data.Population,3466000.0
Arizona,1989,Data.Population,3556000.0
Arizona,1990,Data.Population,3665228.0
Arizona,1991,Data.Population,3750000.0
Arizona,1992,Data.Population,3832000.0
Arizona,1993,Data.Population,3936000.0
Arizona,1994,Data.Population,4075000.0
Arizona,1995,Data.Population,4218000.0
Arizona,1996,Data.Population,4428000.0
Arizona,1997,Data.Population,4555000.0
Arizona,1998,Data.Population,4669000.0
Arizona,1999,Data.Population,4778332.0
Arizona,2000,Data.Population,5130632.0
Arizona,2001,Data.Population,5306966.0
Arizona,2002,Data.Population,5441125.0
Arizona,2003,Data.Population,5579222.0
Arizona,2004,Data.Population,5739879.0
Arizona,2005,Data.Population,5953007.0
Arizona,2006,Data.Population,6166318.0
Arizona,2007,Data.Population,6338755.0
Arizona,2008,Data.Population,6500180.0
Arizona,2009,Data.Population,6595778.0
Arizona,2010,Data.Population,6413158.0
Arizona,2011,Data.Population,6467315.0
Arizona,2012,Data.Population,6553255.0
Arizona,2013,Data.Population,6626624.0
Arizona,2014,Data.Population,6731484.0
Arizona,2015,Data.Population,6828065.0
Arizona,2016,Data.Population,6931071.0
Arizona,2017,Data.Population,7016270.0
Arizona,2018,Data.Population,7171646.0
Arizona,2019,Data.Population,7278717.0
Arkansas,1960,Data.Population,1786272.0
Arkansas,1961,Data.Population,1797000.0
Arkansas,1962,Data.Population,1823000.0
Arkansas,1963,Data.Population,1858000.0
Arkansas,1964,Data.Population,1933000.0
Arkansas,1965,Data.Population,1960000.0
Arkansas,1966,Data.Population,1955000.0
Arkansas,1967,Data.Population,1968000.0
Arkansas,1968,Data.Population,2012000.0
Arkansas,1969,Data.Population,1995000.0
Arkansas,1970,Data.Population,1923295.0
Arkansas,1971,Data.Population,1944000.0
Arkansas,1972,Data.Population,1978000.0
Arkansas,1973,Data.Population,2037000.0
Arkansas,1974,Data.Population,2062000.0
Arkansas,1975,Data.Population,2116000.0
Arkansas,1976,Data.Population,2109000.0
Arkansas,1977,Data.Population,2144000.0
Arkansas,1978,Data.Population,2186000.0
Arkansas,1979,Data.Population,2180000.0
Arkansas,1980,Data.Population,2284037.0
Arkansas,1981,Data.Population,2294000.0
Arkansas,1982,Data.Population,2291000.0
Arkansas,1983,Data.Population,2328000.0
Arkansas,1984,Data.Population,2349000.0
Arkansas,1985,Data.Population,2359000.0
Arkansas,1986,Data.Population,2372000.0
Arkansas,1987,Data.Population,2388000.0
Arkansas,1988,Data.Population,2422000.0
Arkansas,1989,Data.Population,2406000.0
Arkansas,1990,Data.Population,2350725.0
Arkansas,1991,Data.Population,2372000.0
Arkansas,1992,Data.Population,2399000.0
Arkansas,1993,Data.Population,2424000.0
Arkansas,1994,Data.Population,2453000.0
Arkansas,1995,Data.Population,2484000.0
Arkansas,1996,Data.Population,2510000.0
Arkansas,1997,Data.Population,2523000.0
Arkansas,1998,Data.Population,2538000.0
Arkansas,1999,Data.Population,2551373.0
Arkansas,2000,Data.Population,2673400.0
Arkansas,2001,Data.Population,2694698.0
Arkansas,2002,Data.Population,2706268.0
Arkansas,2003,Data.Population,2727774.0
Arkansas,2004,Data.Population,2750000.0
Arkansas,2005,Data.Population,2775708.0
Arkansas,2006,Data.Population,2810872.0
Arkansas,2007,Data.Population,2834797.0
Arkansas,2008,Data.Population,2855390.0
Arkansas,2009,Data.Population,2889450.0
Arkansas,2010,Data.Population,2921588.0
Arkansas,2011,Data.Population,2938582.0
Arkansas,2012,Data.Population,2949131.0
Arkansas,2013,Data.Population,2959373.0
Arkansas,2014,Data.Population,2966369.0
Arkansas,2015,Data.Population,2978204.0
Arkansas,2016,Data.Population,2988248.0
Arkansas,2017,Data.Population,3004279.0
Arkansas,2018,Data.Population,3013825.0
Arkansas,2019,Data.Population,3017804.0
California,1960,Data.Population,15717204.0
California,1961,Data.Population,16397000.0
California,1962,Data.Population,16970000.0
California,1963,Data.Population,17590000.0
California,1964,Data.Population,18084000.0
California,1965,Data.Population,18602000.0
California,1966,Data.Population,18918000.0
California,1967,Data.Population,19153000.0
California,1968,Data.Population,19221000.0
California,1969,Data.Population,19443000.0
California,1970,Data.Population,19953134.0
California,1971,Data.Population,20223000.0
California,1972,Data.Population,20468000.0
California,1973,Data.Population,20601000.0
California,1974,Data.Population,20907000.0
California,1975,Data.Population,21185000.0
California,1976,Data.Population,21520000.0
California,1977,Data.Population,21896000.0
California,1978,Data.Population,22294000.0
California,1979,Data.Population,22696000.0
California,1980,Data.Population,23532680.0
California,1981,Data.Population,24159000.0
California,1982,Data.Population,24724000.0
California,1983,Data.Population,25174000.0
California,1984,Data.Population,25622000.0
California,1985,Data.Population,26365000.0
California,1986,Data.Population,26981000.0
California,1987,Data.Population,27663000.0
California,1988,Data.Population,28168000.0
California,1989,Data.Population,29063000.0
California,1990,Data.Population,29760021.0
California,1991,Data.Population,30380000.0
California,1992,Data.Population,30867000.0
California,1993,Data.Population,31211000.0
California,1994,Data.Population,31431000.0
California,1995,Data.Population,31589000.0
California,1996,Data.Population,31878000.0
California,1997,Data.Population,32268000.0
California,1998,Data.Population,32667000.0
California,1999,Data.Population,33145121.0
California,2000,Data.Population,33871648.0
California,2001,Data.Population,34600463.0
California,2002,Data.Population,35001986.0
California,2003,Data.Population,35462712.0
California,2004,Data.Population,35842038.0
California,2005,Data.Population,36154147.0
California,2006,Data.Population,36457549.0
California,2007,Data.Population,36553215.0
California,2008,Data.Population,36756666.0
California,2009,Data.Population,36961664.0
California,2010,Data.Population,37338198.0
California,2011,Data.Population,37683933.0
California,2012,Data.Population,38041430.0
California,2013,Data.Population,38332521.0
California,2014,Data.Population,38802500.0
California,2015,Data.Population,39144818.0
California,2016,Data.Population,39250017.0
California,2017,Data.Population,39536653.0
California,2018,Data.Population,39557045.0
California,2019,Data.Population,39512223.0
Colorado,1960,Data.Population,1753947.0
Colorado,1961,Data.Population,1781000.0
Colorado,1962,Data.Population,1907000.0
Colorado,1963,Data.Population,1961000.0
Colorado,1964,Data.Population,1966000.0
Colorado,1965,Data.Population,1969000.0
Colorado,1966,Data.Population,1977000.0
Colorado,1967,Data.Population,1975000.0
Colorado,1968,Data.Population,2048000.0
Colorado,1969,Data.Population,2100000.0
Colorado,1970,Data.Population,2207259.0
Colorado,1971,Data.Population,2283000.0
Colorado,1972,Data.Population,2357000.0
Colorado,1973,Data.Population,2437000.0
Colorado,1974,Data.Population,2496000.0
Colorado,1975,Data.Population,2534000.0
Colorado,1976,Data.Population,2583000.0
Colorado,1977,Data.Population,2619000.0
Colorado,1978,Data.Population,2670000.0
Colorado,1979,Data.Population,2772000.0
Colorado,1980,Data.Population,2878407.0
Colorado,1981,Data.Population,2963000.0
Colorado,1982,Data.Population,3045000.0
Colorado,1983,Data.Population,3139000.0
Colorado,1984,Data.Population,3178000.0
Colorado,1985,Data.Population,3231000.0
Colorado,1986,Data.Population,3267000.0
Colorado,1987,Data.Population,3296000.0
Colorado,1988,Data.Population,3290000.0
Colorado,1989,Data.Population,3317000.0
Colorado,1990,Data.Population,3294394.0
Colorado,1991,Data.Population,3377000.0
Colorado,1992,Data.Population,3470000.0
Colorado,1993,Data.Population,3566000.0
Colorado,1994,Data.Population,3656000.0
Colorado,1995,Data.Population,3747000.0
Colorado,1996,Data.Population,3823000.0
Colorado,1997,Data.Population,3893000.0
Colorado,1998,Data.Population,3971000.0
Colorado,1999,Data.Population,4056133.0
Colorado,2000,Data.Population,4301261.0
Colorado,2001,Data.Population,4430989.0
Colorado,2002,Data.Population,4501051.0
Colorado,2003,Data.Population,4547633.0
Colorado,2004,Data.Population,4601821.0
Colorado,2005,Data.Population,4663295.0
Colorado,2006,Data.Population,4753377.0
Colorado,2007,Data.Population,4861515.0
Colorado,2008,Data.Population,4939456.0
Colorado,2009,Data.Population,5024748.0
Colorado,2010,Data.Population,5047692.0
Colorado,2011,Data.Population,5116302.0
Colorado,2012,Data.Population,5187582.0
Colorado,2013,Data.Population,5268367.0
Colorado,2014,Data.Population,5355866.0
Colorado,2015,Data.Population,5456574.0
Colorado,2016,Data.Population,5540545.0
Colorado,2017,Data.Population,5607154.0
Colorado,2018,Data.Population,5695564.0
Colorado,2019,Data.Population,5758736.0
Connecticut,1960,Data.Population,2535234.0
Connecticut,1961,Data.Population,2614000.0
Connecticut,1962,Data.Population,2597000.0
Connecticut,1963,Data.Population,2666000.0
Connecticut,1964,Data.Population,2766000.0
Connecticut,1965,Data.Population,2832000.0
Connecticut,1966,Data.Population,2875000.0
Connecticut,1967,Data.Population,2925000.0
Connecticut,1968,Data.Population,2959000.0
Connecticut,1969,Data.Population,3000000.0
Connecticut,1970,Data.Population,3032217.0
Connecticut,1971,Data.Population,3081000.0
Connecticut,1972,Data.Population,3082000.0
Connecticut,1973,Data.Population,3076000.0
Connecticut,1974,Data.Population,3088000.0
Connecticut,1975,Data.Population,3095000.0
Connecticut,1976,Data.Population,3117000.0
Connecticut,1977,Data.Population,3108000.0
Connecticut,1978,Data.Population,3099000.0
Connecticut,1979,Data.Population,3115000.0
Connecticut,1980,Data.Population,3095224.0
Connecticut,1981,Data.Population,3132000.0
Connecticut,1982,Data.Population,3153000.0
Connecticut,1983,Data.Population,3138000.0
Connecticut,1984,Data.Population,3154000.0
Connecticut,1985,Data.Population,3174000.0
Connecticut,1986,Data.Population,3189000.0
Connecticut,1987,Data.Population,3211000.0
Connecticut,1988,Data.Population,3241000.0
Connecticut,1989,Data.Population,3239000.0
Connecticut,1990,Data.Population,3287116.0
Connecticut,1991,Data.Population,3291000.0
Connecticut,1992,Data.Population,3281000.0
Connecticut,1993,Data.Population,3277000.0
Connecticut,1994,Data.Population,3275000.0
Connecticut,1995,Data.Population,3275000.0
Connecticut,1996,Data.Population,3274000.0
Connecticut,1997,Data.Population,3270000.0
Connecticut,1998,Data.Population,3274000.0
Connecticut,1999,Data.Population,3282031.0
Connecticut,2000,Data.Population,3405565.0
Connecticut,2001,Data.Population,3434602.0
Connecticut,2002,Data.Population,3458587.0
Connecticut,2003,Data.Population,3486960.0
Connecticut,2004,Data.Population,3498966.0
Connecticut,2005,Data.Population,3500701.0
Connecticut,2006,Data.Population,3504809.0
Connecticut,2007,Data.Population,3502309.0
Connecticut,2008,Data.Population,3501252.0
Connecticut,2009,Data.Population,3518288.0
Connecticut,2010,Data.Population,3575498.0
Connecticut,2011,Data.Population,3586717.0
Connecticut,2012,Data.Population,3590347.0
Connecticut,2013,Data.Population,3596080.0
Connecticut,2014,Data.Population,3596677.0
Connecticut,2015,Data.Population,3590886.0
Connecticut,2016,Data.Population,3576452.0
Connecticut,2017,Data.Population,3588184.0
Connecticut,2018,Data.Population,3572665.0
Connecticut,2019,Data.Population,3565287.0
Delaware,1960,Data.Population,446292.0
Delaware,1961,Data.Population,458000.0
Delaware,1962,Data.Population,469000.0
Delaware,1963,Data.Population,476000.0
Delaware,1964,Data.Population,491000.0
Delaware,1965,Data.Population,505000.0
Delaware,1966,Data.Population,512000.0
Delaware,1967,Data.Population,524000.0
Delaware,1968,Data.Population,534000.0
Delaware,1969,Data.Population,540000.0
Delaware,1970,Data.Population,548104.0
Delaware,1971,Data.Population,558000.0
Delaware,1972,Data.Population,565000.0
Delaware,1973,Data.Population,576000.0
Delaware,1974,Data.Population,573000.0
Delaware,1975,Data.Population,579000.0
Delaware,1976,Data.Population,582000.0
Delaware,1977,Data.Population,582000.0
Delaware,1978,Data.Population,583000.0
Delaware,1979,Data.Population,582000.0
Delaware,1980,Data.Population,594779.0
Delaware,1981,Data.Population,598000.0
Delaware,1982,Data.Population,602000.0
Delaware,1983,Data.Population,606000.0
Delaware,1984,Data.Population,613000.0
Delaware,1985,Data.Population,622000.0
Delaware,1986,Data.Population,633000.0
Delaware,1987,Data.Population,644000.0
Delaware,1988,Data.Population,660000.0
Delaware,1989,Data.Population,673000.0
Delaware,1990,Data.Population,666168.0
Delaware,1991,Data.Population,680000.0
Delaware,1992,Data.Population,689000.0
Delaware,1993,Data.Population,700000.0
Delaware,1994,Data.Population,706000.0
Delaware,1995,Data.Population,717000.0
Delaware,1996,Data.Population,725000.0
Delaware,1997,Data.Population,732000.0
Delaware,1998,Data.Population,744000.0
Delaware,1999,Data.Population,753538.0
Delaware,2000,Data.Population,783600.0
Delaware,2001,Data.Population,796599.0
Delaware,2002,Data.Population,805945.0
Delaware,2003,Data.Population,818166.0
Delaware,2004,Data.Population,830069.0
Delaware,2005,Data.Population,841741.0
Delaware,2006,Data.Population,853476.0
Delaware,2007,Data.Population,864764.0
Delaware,2008,Data.Population,873092.0
Delaware,2009,Data.Population,885122.0
Delaware,2010,Data.Population,899792.0
Delaware,2011,Data.Population,908137.0
Delaware,2012,Data.Population,917092.0
Delaware,2013,Data.Population,925749.0
Delaware,2014,Data.Population,935614.0
Delaware,2015,Data.Population,945934.0
Delaware,2016,Data.Population,952065.0
Delaware,2017,Data.Population,961939.0
Delaware,2018,Data.Population,967171.0
Delaware,2019,Data.Population,973764.0
District of Columbia,1960,Data.Population,763956.0
District of Columbia,1961,Data.Population,763956.0
District of Columbia,1962,Data.Population,784000.0
District of Columbia,1963,Data.Population,798000.0
District of Columbia,1964,Data.Population,808000.0
District of Columbia,1965,Data.Population,803000.0
District of Columbia,1966,Data.Population,808000.0
District of Columbia,1967,Data.Population,809000.0
District of Columbia,1968,Data.Population,809000.0
District of Columbia,1969,Data.Population,798000.0
District of Columbia,1970,Data.Population,756510.0
District of Columbia,1971,Data.Population,741000.0
District of Columbia,1972,Data.Population,748000.0
District of Columbia,1973,Data.Population,746000.0
District of Columbia,1974,Data.Population,723000.0
District of Columbia,1975,Data.Population,716000.0
District of Columbia,1976,Data.Population,702000.0
District of Columbia,1977,Data.Population,690000.0
District of Columbia,1978,Data.Population,674000.0
District of Columbia,1979,Data.Population,656000.0
District of Columbia,1980,Data.Population,635233.0
District of Columbia,1981,Data.Population,636000.0
District of Columbia,1982,Data.Population,631000.0
District of Columbia,1983,Data.Population,623000.0
District of Columbia,1984,Data.Population,623000.0
District of Columbia,1985,Data.Population,626000.0
District of Columbia,1986,Data.Population,626000.0
District of Columbia,1987,Data.Population,622000.0
District of Columbia,1988,Data.Population,620000.0
District of Columbia,1989,Data.Population,604000.0
District of Columbia,1990,Data.Population,606900.0
District of Columbia,1991,Data.Population,598000.0
District of Columbia,1992,Data.Population,589000.0
District of Columbia,1993,Data.Population,578000.0
District of Columbia,1994,Data.Population,570000.0
District of Columbia,1995,Data.Population,554000.0
District of Columbia,1996,Data.Population,543000.0
District of Columbia,1997,Data.Population,529000.0
District of Columbia,1998,Data.Population,523000.0
District of Columbia,1999,Data.Population,519000.0
District of Columbia,2000,Data.Population,572059.0
District of Columbia,2001,Data.Population,573822.0
District of Columbia,2002,Data.Population,569157.0
District of Columbia,2003,Data.Population,557620.0
District of Columbia,2004,Data.Population,554239.0
District of Columbia,2005,Data.Population,582049.0
District of Columbia,2006,Data.Population,581530.0
District of Columbia,2007,Data.Population,588292.0
District of Columbia,2008,Data.Population,591833.0
District of Columbia,2009,Data.Population,599657.0
District of Columbia,2010,Data.Population,604912.0
District of Columbia,2011,Data.Population,619020.0
District of Columbia,2012,Data.Population,632323.0
District of Columbia,2013,Data.Population,646449.0
District of Columbia,2014,Data.Population,658893.0
District of Columbia,2015,Data.Population,672228.0
District of Columbia,2016,Data.Population,681170.0
District of Columbia,2017,Data.Population,693972.0
District of Columbia,2018,Data.Population,702455.0
District of Columbia,2019,Data.Population,705749.0
Florida,1960,Data.Population,4951560.0
Florida,1961,Data.Population,5222000.0
Florida,1962,Data.Population,5459000.0
Florida,1963,Data.Population,5652000.0
Florida,1964,Data.Population,5705000.0
Florida,1965,Data.Population,5805000.0
Florida,1966,Data.Population,5941000.0
Florida,1967,Data.Population,5995000.0
Florida,1968,Data.Population,6160000.0
Florida,1969,Data.Population,6354000.0
Florida,1970,Data.Population,6789443.0
Florida,1971,Data.Population,7041000.0
Florida,1972,Data.Population,7259000.0
Florida,1973,Data.Population,7678000.0
Florida,1974,Data.Population,8090000.0
Florida,1975,Data.Population,8357000.0
Florida,1976,Data.Population,8421000.0
Florida,1977,Data.Population,8452000.0
Florida,1978,Data.Population,8594000.0
Florida,1979,Data.Population,8860000.0
Florida,1980,Data.Population,9567112.0
Florida,1981,Data.Population,10166000.0
Florida,1982,Data.Population,10416000.0
Florida,1983,Data.Population,10680000.0
Florida,1984,Data.Population,10976000.0
Florida,1985,Data.Population,11366000.0
Florida,1986,Data.Population,11675000.0
Florida,1987,Data.Population,12023000.0
Florida,1988,Data.Population,12377000.0
Florida,1989,Data.Population,12671000.0
Florida,1990,Data.Population,12937926.0
Florida,1991,Data.Population,13277000.0
Florida,1992,Data.Population,13488000.0
Florida,1993,Data.Population,13679000.0
Florida,1994,Data.Population,13953000.0
Florida,1995,Data.Population,14166000.0
Florida,1996,Data.Population,14400000.0
Florida,1997,Data.Population,14654000.0
Florida,1998,Data.Population,14916000.0
Florida,1999,Data.Population,15111244.0
Florida,2000,Data.Population,15982378.0
Florida,2001,Data.Population,16373330.0
Florida,2002,Data.Population,16691701.0
Florida,2003,Data.Population,16999181.0
Florida,2004,Data.Population,17385430.0
Florida,2005,Data.Population,17768191.0
Florida,2006,Data.Population,18089888.0
Florida,2007,Data.Population,18251243.0
Florida,2008,Data.Population,18328340.0
Florida,2009,Data.Population,18537969.0
Florida,2010,Data.Population,18838613.0
Florida,2011,Data.Population,19082262.0
Florida,2012,Data.Population,19317568.0
Florida,2013,Data.Population,19552860.0
Florida,2014,Data.Population,19893297.0
Florida,2015,Data.Population,20271272.0
Florida,2016,Data.Population,20612439.0
Florida,2017,Data.Population,20984400.0
Florida,2018,Data.Population,21299325.0
Florida,2019,Data.Population,21477737.0
Georgia,1960,Data.Population,3943116.0
Georgia,1961,Data.Population,3987000.0
Georgia,1962,Data.Population,4100000.0
Georgia,1963,Data.Population,4140000.0
Georgia,1964,Data.Population,4294000.0
Georgia,1965,Data.Population,4357000.0
Georgia,1966,Data.Population,4459000.0
Georgia,1967,Data.Population,4509000.0
Georgia,1968,Data.Population,4588000.0
Georgia,1969,Data.Population,4641000.0
Georgia,1970,Data.Population,4589575.0
Georgia,1971,Data.Population,4664000.0
Georgia,1972,Data.Population,4720000.0
Georgia,1973,Data.Population,4786000.0
Georgia,1974,Data.Population,4882000.0
Georgia,1975,Data.Population,4926000.0
Georgia,1976,Data.Population,4970000.0
Georgia,1977,Data.Population,5048000.0
Georgia,1978,Data.Population,5084000.0
Georgia,1979,Data.Population,5118000.0
Georgia,1980,Data.Population,5400851.0
Georgia,1981,Data.Population,5569000.0
Georgia,1982,Data.Population,5639000.0
Georgia,1983,Data.Population,5732000.0
Georgia,1984,Data.Population,5837000.0
Georgia,1985,Data.Population,5976000.0
Georgia,1986,Data.Population,6104000.0
Georgia,1987,Data.Population,6222000.0
Georgia,1988,Data.Population,6401000.0
Georgia,1989,Data.Population,6436000.0
Georgia,1990,Data.Population,6478216.0
Georgia,1991,Data.Population,6623000.0
Georgia,1992,Data.Population,6751000.0
Georgia,1993,Data.Population,6917000.0
Georgia,1994,Data.Population,7055000.0
Georgia,1995,Data.Population,7201000.0
Georgia,1996,Data.Population,7353000.0
Georgia,1997,Data.Population,7486000.0
Georgia,1998,Data.Population,7642000.0
Georgia,1999,Data.Population,7788240.0
Georgia,2000,Data.Population,8186453.0
Georgia,2001,Data.Population,8405677.0
Georgia,2002,Data.Population,8544005.0
Georgia,2003,Data.Population,8676460.0
Georgia,2004,Data.Population,8918129.0
Georgia,2005,Data.Population,9132553.0
Georgia,2006,Data.Population,9363941.0
Georgia,2007,Data.Population,9544750.0
Georgia,2008,Data.Population,9685744.0
Georgia,2009,Data.Population,9829211.0
Georgia,2010,Data.Population,9712157.0
Georgia,2011,Data.Population,9812460.0
Georgia,2012,Data.Population,9919945.0
Georgia,2013,Data.Population,9992167.0
Georgia,2014,Data.Population,10097343.0
Georgia,2015,Data.Population,10214860.0
Georgia,2016,Data.Population,10310371.0
Georgia,2017,Data.Population,10429379.0
Georgia,2018,Data.Population,10519475.0
Georgia,2019,Data.Population,10617423.0
Hawaii,1960,Data.Population,632772.0
Hawaii,1961,Data.Population,657000.0
Hawaii,1962,Data.Population,693000.0
Hawaii,1963,Data.Population,694000.0
Hawaii,1964,Data.Population,701000.0
Hawaii,1965,Data.Population,711000.0
Hawaii,1966,Data.Population,718000.0
Hawaii,1967,Data.Population,739000.0
Hawaii,1968,Data.Population,778000.0
Hawaii,1969,Data.Population,794000.0
Hawaii,1970,Data.Population,769913.0
Hawaii,1971,Data.Population,789000.0
Hawaii,1972,Data.Population,809000.0
Hawaii,1973,Data.Population,832000.0
Hawaii,1974,Data.Population,847000.0
Hawaii,1975,Data.Population,865000.0
Hawaii,1976,Data.Population,887000.0
Hawaii,1977,Data.Population,895000.0
Hawaii,1978,Data.Population,897000.0
Hawaii,1979,Data.Population,915000.0
Hawaii,1980,Data.Population,964680.0
Hawaii,1981,Data.Population,979000.0
Hawaii,1982,Data.Population,994000.0
Hawaii,1983,Data.Population,1023000.0
Hawaii,1984,Data.Population,1039000.0
Hawaii,1985,Data.Population,1054000.0
Hawaii,1986,Data.Population,1062000.0
Hawaii,1987,Data.Population,1083000.0
Hawaii,1988,Data.Population,1093000.0
Hawaii,1989,Data.Population,1112000.0
Hawaii,1990,Data.Population,1108229.0
Hawaii,1991,Data.Population,1135000.0
Hawaii,1992,Data.Population,1160000.0
Hawaii,1993,Data.Population,1172000.0
Hawaii,1994,Data.Population,1179000.0
Hawaii,1995,Data.Population,1187000.0
Hawaii,1996,Data.Population,1184000.0
Hawaii,1997,Data.Population,1187000.0
Hawaii,1998,Data.Population,1193000.0
Hawaii,1999,Data.Population,1185497.0
Hawaii,2000,Data.Population,1211537.0
Hawaii,2001,Data.Population,1227024.0
Hawaii,2002,Data.Population,1240663.0
Hawaii,2003,Data.Population,1248755.0
Hawaii,2004,Data.Population,1262124.0
Hawaii,2005,Data.Population,1273278.0
